name	individual	cohort	from	accession ID	genome_completion	genome_redundancy	num_splits	total length	t_phylum	t_class	t_order	t_family	t_genus	t_species	contigs_db_path
HMP_7044_SRS047044_bin.27	HMP_7044	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS047044	87.32	4.23	305	1482592	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Angelakisella	Angelakisella sp900547385	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS047044__bin.27.db
HMP_7044_SRS047044_bin.31	HMP_7044	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS047044	88.73	2.82	315	1629536	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	ER4	ER4 sp000765235	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS047044__bin.31.db
HMP_7044_SRS047044_bin.33	HMP_7044	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS047044	95.77	2.82	165	3128546	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS047044__bin.33.db
HMP_7044_SRS047044_bin.36	HMP_7044	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS047044	95.77	7.04	222	3112303	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS047044__bin.36.db
HMP_7044_SRS047044_bin.37	HMP_7044	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS047044	74.65	7.04	119	2537795	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira rogosae	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS047044__bin.37.db
HMP_7044_SRS047044_bin.39	HMP_7044	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS047044	70.42	11.27	245	2464156	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS047044__bin.39.db
HMP_7044_SRS047044_bin.41	HMP_7044	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS047044	77.46	0.00	373	2400612	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS047044__bin.41.db
HMP_7044_SRS047044_bin.7	HMP_7044	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS047044	90.14	2.82	192	4091427	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS047044__bin.7.db
HMP_7191_SRS017191_bin.10	HMP_7191	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS017191	94.37	1.41	346	3810448	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	Odoribacter splanchnicus	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS017191__bin.10.db
HMP_7191_SRS017191_bin.12	HMP_7191	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS017191	100.00	9.86	323	2229386	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter torques	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS017191__bin.12.db
HMP_7191_SRS017191_bin.14	HMP_7191	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS017191	100.00	0.00	196	2011008	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	ER4	ER4 sp000765235	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS017191__bin.14.db
HMP_7191_SRS017191_bin.16	HMP_7191	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS017191	77.46	7.04	212	2691229	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS017191__bin.16.db
HMP_7191_SRS017191_bin.20	HMP_7191	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS017191	87.32	2.82	94	1916115	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes putredinis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS017191__bin.20.db
HMP_7191_SRS017191_bin.21	HMP_7191	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS017191	71.83	5.63	200	3176452	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS017191__bin.21.db
HMP_7191_SRS017191_bin.24	HMP_7191	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS017191	70.42	18.31	584	3191866	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira sp900316325	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS017191__bin.24.db
HMP_7191_SRS017191_bin.28	HMP_7191	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS017191	94.37	1.41	154	3047815	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes onderdonkii	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS017191__bin.28.db
HMP_7191_SRS017191_bin.32	HMP_7191	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS017191	87.32	1.41	412	2394432	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes obesi	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS017191__bin.32.db
HMP_7191_SRS017191_bin.33	HMP_7191	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS017191	84.51	5.63	442	1753400	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	None	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS017191__bin.33.db
HMP_7191_SRS017191_bin.35	HMP_7191	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS017191	100.00	1.41	232	4254723	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS017191__bin.35.db
HMP_7191_SRS017191_bin.5	HMP_7191	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS017191	97.18	0.00	254	3106361	Firmicutes	Clostridia	Christensenellales	CAG-74	UBA11524	UBA11524 sp000437595	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS017191__bin.5.db
HMP_7433_SRS017433_bin.10	HMP_7433	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS017433	90.14	2.82	391	1705967	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Sutterella	Sutterella wadsworthensis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS017433__bin.10.db
HMP_7433_SRS017433_bin.14	HMP_7433	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS017433	94.37	0.00	160	3359029	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Paraprevotella	Paraprevotella clara	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS017433__bin.14.db
HMP_7433_SRS017433_bin.20	HMP_7433	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS017433	95.77	0.00	99	2162900	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes putredinis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS017433__bin.20.db
HMP_7433_SRS017433_bin.23	HMP_7433	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS017433	100.00	5.63	253	2970880	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS017433__bin.23.db
HMP_7433_SRS017433_bin.27	HMP_7433	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS017433	77.46	15.49	176	1088825	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS017433__bin.27.db
HMP_7433_SRS017433_bin.30	HMP_7433	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS017433	100.00	4.23	210	3426677	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS017433__bin.30.db
HMP_7433_SRS017433_bin.31	HMP_7433	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS017433	87.32	7.04	364	1954950	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS017433__bin.31.db
HMP_7433_SRS017433_bin.4	HMP_7433	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS017433	91.55	2.82	189	3927963	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	Odoribacter splanchnicus	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS017433__bin.4.db
HMP_7433_SRS017433_bin.5	HMP_7433	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS017433	70.42	8.45	256	3468500	Bacteroidota	Bacteroidia	Bacteroidales	Coprobacteraceae	Coprobacter	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS017433__bin.5.db
HMP_8427_SRS018427_bin.1	HMP_8427	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS018427	97.18	4.23	122	2486572	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS018427__bin.1.db
HMP_8427_SRS018427_bin.12	HMP_8427	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS018427	95.77	0.00	106	2274046	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus	Ruminococcus sp003531055	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS018427__bin.12.db
HMP_8427_SRS018427_bin.24	HMP_8427	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS018427	74.65	0.00	48	1095229	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	ER4	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS018427__bin.24.db
HMP_8427_SRS018427_bin.3	HMP_8427	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS018427	87.32	4.23	625	2348507	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	CAG-196	CAG-196 sp002102975	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS018427__bin.3.db
HMP_8427_SRS018427_bin.30	HMP_8427	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS018427	70.42	0.00	81	1541434	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus	Ruminococcus bromii	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS018427__bin.30.db
HMP_8427_SRS018427_bin.33	HMP_8427	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS018427	76.06	1.41	272	2179084	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS018427__bin.33.db
HMP_8427_SRS018427_bin.4	HMP_8427	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS018427	87.32	0.00	138	1872554	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	CAG-83	CAG-83 sp000431575	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS018427__bin.4.db
HMP_8427_SRS018427_bin.41	HMP_8427	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS018427	98.59	7.04	171	2999105	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS018427__bin.41.db
HMP_8427_SRS018427_bin.46	HMP_8427	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS018427	76.06	2.82	206	3345227	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS018427__bin.46.db
HMP_8427_SRS018427_bin.7	HMP_8427	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS018427	91.55	5.63	130	2510182	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes putredinis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS018427__bin.7.db
HMP_8770_SRS058770_bin.12	HMP_8770	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS058770	77.46	7.04	408	1813802	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS058770__bin.12.db
HMP_8770_SRS058770_bin.14	HMP_8770	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS058770	70.42	11.27	479	1751417	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS058770__bin.14.db
HMP_8770_SRS058770_bin.19	HMP_8770	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS058770	97.18	1.41	196	3120545	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS058770__bin.19.db
HMP_8770_SRS058770_bin.20	HMP_8770	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS058770	95.77	0.00	110	2023304	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	ER4	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS058770__bin.20.db
HMP_8770_SRS058770_bin.24	HMP_8770	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS058770	97.18	0.00	129	2380576	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes ihumii	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS058770__bin.24.db
HMP_8770_SRS058770_bin.25	HMP_8770	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS058770	87.32	4.23	565	2667458	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruthenibacterium	Ruthenibacterium lactatiformans	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS058770__bin.25.db
HMP_8770_SRS058770_bin.26	HMP_8770	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS058770	85.92	1.41	840	3858952	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS058770__bin.26.db
HMP_8770_SRS058770_bin.29	HMP_8770	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS058770	77.46	2.82	219	4476062	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS058770__bin.29.db
HMP_8770_SRS058770_bin.30	HMP_8770	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS058770	98.59	1.41	187	4052477	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	Odoribacter splanchnicus	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS058770__bin.30.db
HMP_8770_SRS058770_bin.35	HMP_8770	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS058770	81.69	1.41	74	1445666	Firmicutes	Negativicutes	Veillonellales	Dialisteraceae	Dialister	Dialister invisus	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS058770__bin.35.db
HMP_8770_SRS058770_bin.49	HMP_8770	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS058770	100.00	0.00	178	2999656	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella intestinihominis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS058770__bin.49.db
HMP_8770_SRS058770_bin.5	HMP_8770	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS058770	100.00	0.00	162	2474029	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Parasutterella	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS058770__bin.5.db
HMP_8770_SRS058770_bin.7	HMP_8770	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS058770	91.55	1.41	105	2260053	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes putredinis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS058770__bin.7.db
HMP_8817_SRS018817_bin.16	HMP_8817	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS018817	94.37	0.00	142	1785626	Proteobacteria	Alphaproteobacteria	RF32	CAG-239	CAG-495	CAG-495 sp001917125	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS018817__bin.16.db
HMP_8817_SRS018817_bin.21	HMP_8817	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS018817	100.00	4.23	141	2676429	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS018817__bin.21.db
HMP_8817_SRS018817_bin.24	HMP_8817	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS018817	95.77	0.00	134	2162512	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus	Ruminococcus bromii	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS018817__bin.24.db
HMP_8817_SRS018817_bin.25	HMP_8817	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS018817	98.59	0.00	223	2228461	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Parasutterella	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS018817__bin.25.db
HMP_8817_SRS018817_bin.26	HMP_8817	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS018817	73.24	0.00	238	2780842	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes onderdonkii	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS018817__bin.26.db
HMP_8817_SRS018817_bin.27	HMP_8817	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS018817	90.14	8.45	223	2364849	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS018817__bin.27.db
HMP_8817_SRS018817_bin.30	HMP_8817	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS018817	90.14	4.23	274	1790182	Firmicutes	Clostridia	Christensenellales	CAG-552	UBA10677	UBA10677 sp900553005	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS018817__bin.30.db
HMP_8817_SRS018817_bin.32	HMP_8817	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS018817	97.18	0.00	335	2493720	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminiclostridium	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS018817__bin.32.db
HMP_8817_SRS018817_bin.40	HMP_8817	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS018817	87.32	5.63	389	2351693	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger qucibialis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS018817__bin.40.db
HMP_8817_SRS018817_bin.45	HMP_8817	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS018817	92.96	5.63	288	1933588	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-177	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS018817__bin.45.db
HMP_8817_SRS018817_bin.48	HMP_8817	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS018817	85.92	0.00	240	1181260	Firmicutes	Bacilli	RF39	CAG-302	CAG-302	CAG-302 sp001916775	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS018817__bin.48.db
HMP_8817_SRS018817_bin.8	HMP_8817	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS018817	81.69	1.41	206	4110954	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	Odoribacter splanchnicus	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS018817__bin.8.db
HMP_9685_SRS019685_bin.10	HMP_9685	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS019685	80.28	5.63	770	2363264	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella sp003150885	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS019685__bin.10.db
HMP_9685_SRS019685_bin.11	HMP_9685	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS019685	88.73	5.63	193	1290525	Firmicutes	Clostridia	TANB77	CAG-508	CAG-452	CAG-452 sp000434035	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS019685__bin.11.db
HMP_9685_SRS019685_bin.13	HMP_9685	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS019685	97.18	2.82	83	1706737	Firmicutes	Bacilli	ML615J-28	CAG-313	CAG-313	CAG-313 sp000433035	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS019685__bin.13.db
HMP_9685_SRS019685_bin.14	HMP_9685	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS019685	87.32	0.00	491	2595537	Firmicutes	Clostridia	Christensenellales	CAG-74	UBA11524	UBA11524 sp000437595	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS019685__bin.14.db
HMP_9685_SRS019685_bin.15	HMP_9685	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS019685	88.73	0.00	218	1822326	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus	Ruminococcus bromii	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS019685__bin.15.db
HMP_9685_SRS019685_bin.20	HMP_9685	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS019685	80.28	7.04	280	1838348	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS019685__bin.20.db
HMP_9685_SRS019685_bin.21	HMP_9685	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS019685	90.14	0.00	70	1266017	Firmicutes	Clostridia	TANB77	CAG-508	CAG-273	CAG-273 sp003507395	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS019685__bin.21.db
HMP_9685_SRS019685_bin.22	HMP_9685	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS019685	84.51	1.41	240	4277897	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS019685__bin.22.db
HMP_9685_SRS019685_bin.24	HMP_9685	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS019685	71.83	8.45	500	2202423	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter lactaris	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS019685__bin.24.db
HMP_9685_SRS019685_bin.30	HMP_9685	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS019685	94.37	1.41	154	2044051	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes putredinis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS019685__bin.30.db
